ID,predict
52752,0.78
53773,0.39
50112,0.1
53174,0.6
50414,0.52
52637,0.27
51214,0.61
50338,0.56
52534,0.03
53812,0.16
51076,0.21
53100,0.25
51089,0.14
52922,0.06
51269,0.7
51826,0.24
53842,0.19
53393,0.31
52891,0.06
53014,0.47
52642,0.32
50927,0.53
52356,0.47
51926,0.5
53458,0.07
51895,0.06
51378,0.87
52106,0.27
50159,0.19
54190,0.13
52234,0.02
50244,0.2
53439,0.07
51099,0.24
52205,0.1
52174,0.12
51768,0.56
53795,0.35
52370,0.23
54246,0.88
51083,0.25
52852,0.54
53284,0.26
52825,0.67
53175,0.17
54214,0.26
52230,0.09
52901,0.04
50845,0.41
54283,0.16
51544,0.5
53515,0.13
54038,0.21
51794,0.03
51252,0.59
51773,0.11
50273,0.12
52923,0.19
50182,0.67
54084,0.48
51075,0.09
53269,0.71
51817,0.25
54130,0.51
50462,0.54
53523,0.08
52137,0.0
53296,0.74
54184,0.31
53558,0.83
50050,0.13
53771,0.23
50853,0.57
52463,0.24
52724,0.39
53438,0.7
50534,0.62
51854,0.14
50234,0.77
51513,0.36
50680,0.87
54109,0.22
53939,0.11
50581,0.2
52449,0.55
50698,0.55
51761,0.37
50438,0.1
50527,0.35
50628,0.25
53440,0.31
51900,0.29
50717,0.22
51887,0.71
53223,0.04
51463,0.21
52180,0.1
50738,0.2
52077,0.24
52687,0.64
50238,0.6
51359,0.65
52371,0.14
51878,0.34
53817,0.22
50227,0.17
52256,0.11
51020,0.08
51582,0.57
53587,0.86
53952,0.22
51975,0.1
51771,0.99
53738,0.13
52398,0.12
53320,0.23
53627,0.66
50051,0.17
50507,0.3
53108,0.53
53681,0.16
53150,0.62
53085,0.0
51699,0.38
52623,0.24
51285,0.07
50478,0.31
53989,0.19
51801,0.2
52241,0.26
53456,0.15
52452,0.35
51614,0.23
53741,0.13
53704,0.24
51825,0.05
52942,0.13
51584,0.18
52539,0.27
53903,0.49
52754,0.54
53761,0.92
53711,0.24
51287,0.17
50000,0.6
53317,0.89
52009,0.18
51784,0.93
52297,0.07
53541,0.34
50889,0.26
53180,0.86
53498,0.06
52753,0.22
50979,0.25
52331,0.97
52361,0.23
52644,0.25
51763,0.21
54155,0.28
54061,0.45
54143,0.43
50367,0.82
52162,0.49
53034,0.33
53017,0.13
52982,0.18
54248,0.09
50978,0.17
53750,0.25
51265,0.68
52782,0.19
52859,0.32
51749,0.51
53532,0.22
50849,0.12
52065,0.1
51209,0.06
50114,0.27
52978,0.43
50818,0.19
50787,0.04
52603,0.28
53224,0.13
51056,0.25
54111,0.34
52546,0.38
52667,0.21
53577,0.14
54050,0.06
51427,0.02
53731,0.64
53918,0.16
53029,0.05
50241,0.09
50529,0.24
51180,0.59
51442,0.22
51772,0.03
54231,0.54
53618,0.08
50506,0.33
51579,0.54
53957,0.18
54160,0.72
52058,0.8
51751,0.26
52005,0.42
53709,0.11
53250,0.33
52300,0.3
51629,0.63
50805,0.16
54040,0.09
51124,0.78
53649,0.45
50314,0.19
51777,0.18
53944,0.2
52566,0.41
52513,0.16
50931,0.26
51685,0.26
54078,0.39
52890,0.2
53716,0.09
53518,0.16
50362,0.15
53732,0.17
50630,0.08
54186,0.28
51788,0.35
52369,0.7
52233,0.3
53204,0.21
52916,0.09
52804,0.21
53871,0.33
53958,0.3
50119,0.19
51959,0.03
51062,0.91
50840,0.15
50493,0.21
50443,0.06
51842,0.28
53156,0.54
50019,0.67
50418,0.52
53945,0.51
50991,0.62
50385,0.15
50929,0.47
50264,0.27
51452,0.2
52158,0.12
53210,0.1
50934,0.02
54290,0.17
50275,0.55
53400,0.45
51723,0.3
50133,0.35
51759,0.27
51307,0.5
50496,0.3
50335,0.1
53335,0.47
53214,0.17
50441,0.57
53161,0.07
53995,0.21
53095,0.13
53151,0.26
53776,0.23
51394,0.13
51350,0.27
52552,0.07
50408,0.15
51115,0.35
53153,0.26
51255,0.82
51866,0.2
50140,0.62
52685,0.61
53885,0.29
50688,0.77
53864,0.34
50583,0.17
50332,0.13
51293,0.82
54023,0.12
53775,0.56
51945,0.07
